Id;CreationDate;PostId;Score;Text;UserId
9972;2008-09-17 07:27:25.773;80756;0;Why the down votes?;364
9976;2008-09-17 07:33:52.700;76400;0;Thx for the exact explanation of how to do it. I knew it but there will probably be others who didn't.;7647
9977;2008-09-17 07:34:02.527;73219;0;I don't want to start arguing but, could you please give an example how malloc/free will cause allocators mismatch or some reference.;1007
9978;2008-09-17 07:34:40.233;42759;12;REST is built in with .NET v3.5;3957
9980;2008-09-17 07:35:07.017;80754;1;Don't over look the WARNING the use of %C. It will impact your performance.;1969
9984;2008-09-17 07:37:55.043;80610;0;It is most likely a bad idea to completely override the base finder of a model as it would break expectations from anyone outside the team including plugin authors (think search plugin) not to mention the risk of breaking rails itself (unlikely but not mpossible);7898
9985;2008-09-17 07:41:22.307;15209;0;Ouch. How about ASP.net? Running IIS without ASP.net seems a bit limiting...;91
9988;2008-09-17 07:43:50.710;78867;4;Dropping the DB and recreating it ensures that the data from the fixtures is loaded correctly and that no modifications are left from previous runs. running spec directly doesn't guarantee that. if you are going to be dependant on the db you must recreate it from scratch, mock objects ftw !;7898
9991;2008-09-17 07:47:47.610;80904;1;"Can't vote for me! EPIC FAIL! ;)";6380
9992;2008-09-17 07:47:50.403;80756;0;"well I think that many people just think ""this is not related to coding"" and vote down. I don't agree with this approach, many of us have problems of this kind during normal development activity...";1178
9993;2008-09-17 07:48:09.437;7829;0;http://perldoc.perl.org/perlfaq4.html#How-can-I-remove-duplicate-elements-from-a-list-or-array%3F;11827
9994;2008-09-17 07:48:26.160;78904;0;Well, poster didn't say anything about XSL:FO, but you're right xsl:text should be inside of fo:inline;1196
9995;2008-09-17 07:48:35.957;73394;0;How can this be the answer.... since the question clearly states that splitting on a comma isn't good enough?;1837197
9999;2008-09-17 07:50:06.140;7657;27;please don't use $a or $b in examples as they are the magic globals of sort();11827
10000;2008-09-17 07:50:11.380;70896;0;Thanks, I do do the string assignment as you suggest.  I think my bigger problem is that when I try to add something invalid, I lose the connection, and have to reestablish it, I am curious if there is a way to make it more like mysqldb, where errors can just be skipped w/ normal exception handling;11596
10002;2008-09-17 07:51:11.300;71200;0;"""All Classes and Methods in MyApp.exe Verified.""

From what I understand (i.e. not much), peverify.exe only checks the internal coherence and 'type safety' of the exe. E.g. it only checks that the standalone has been done correctly, not whether it has been done at all.";11410
10006;2008-09-17 07:53:15.150;72332;0;Perhaps you post the complete line you finally executed then we can see what the problem is.;7647
10007;2008-09-17 07:56:53.220;80861;0;"regarding non-empty strings, that's actually not true. ""a"" == 0 is TRUE.";9021
10009;2008-09-17 07:57:35.543;80904;0;LOL! I'll vote for you Scott! :D;832
10010;2008-09-17 07:58:19.597;80904;0;Thanks! Now the REAL question is, WHO accepts MY answer?;6380
10011;2008-09-17 07:59:11.313;80923;0;"Just to be clearer, I need a tool which will, given the dependencies, show me which headers are the most included.
By the way, we do use distributed compiling";12371
10012;2008-09-17 07:59:32.280;80904;0;No one can, you just get the +points for the upvotes, you can close the question (not allowing more answers), but that freezes voting..;832
10014;2008-09-17 08:01:30.353;80915;0;"Maybe not always be flexibile if there are multiple fields of the same data type.

getEmployeeName(string email)
getEmployeeName(string passportNumber)
getEmployeeName(string telephoneNumber)
....";2663
10015;2008-09-17 08:01:54.487;80904;0;"That's lame. It'll never turn green.

Hey, how did you know I added comment? Is CTRL-F5 the way ""notifications"" work in this world?";6380
10016;2008-09-17 08:04:22.453;80965;0;This gives me the dependency for each file. I need someting that given this, will find the most included files.;12371
10017;2008-09-17 08:04:35.167;80904;0;"Yup, refresh is the key :) I don't know if we will ever get a good ""subscribe"" feature :( This post has inspired me for more content for my next SO post though. Thanks :)";832
10019;2008-09-17 08:07:41.277;75235;0;This's more elegant, thanks for the info;1613872
10020;2008-09-17 08:07:51.620;80915;0;Many. More readable. If you need all of these variants, write all of them.;1695
10021;2008-09-17 08:08:21.883;80946;0;"Hello Mat,
Actually, that won't do because you have to 'hardcode' the remote database in database.yaml and mines are dynamic, which means I have to connect to them by resolving their connection details at runtime from the model itself.
I'll update my question to make this clearer!
Thanks";11477
10030;2008-09-17 08:12:22.263;80825;2;You should check `close` anyway. You can't do much, but you can at least tell the user and bail out, instead of silently continuing to run as if nothing had happened.;9410
10031;2008-09-17 08:12:30.780;80915;0;That's not a good approach since you then can't have to criteria with the same type.;7647
10032;2008-09-17 08:13:08.750;78937;0;In that case my question is: How do I get to the data? I would like to apply some image filters.;1994377
10033;2008-09-17 08:13:18.783;81014;0;Haven't checked this out, but your solution won't work if the same file is included using two different paths. I.e. #include <dev/blah.h> and #include <./dev/blah.h> will be considered different include files.;3719
10034;2008-09-17 08:13:20.170;80904;0;Heh. I think I'm just going to hang out inside this tiny comment box. This is my new HanselIRC.;6380
10036;2008-09-17 08:14:13.320;80920;0;You probably will have 4 almost similar methods. That's more to maintain not less...;7647
10037;2008-09-17 08:14:50.340;80889;0;Might try it.. If it's good, I'll see if I can get work to pay for it :P;369
10038;2008-09-17 08:14:58.420;80847;0;My question was not about the usefulness of PhantomReferences, but as to why not having the object deallocated until the phantomreference is cleared.;15100
10040;2008-09-17 08:15:30.103;80954;0;Why rely on runtime exceptions when you can have static compile time safety?;7647
10041;2008-09-17 08:17:54.620;80904;0;"LOL! Do you not find it annoying having to keep clicking ""show"" though?  Although it is pretty cool seeing your votes go up..";832
10043;2008-09-17 08:18:37.397;80858;0;I think you confuse between SoftRefrences,WeakReferences and PhantomReferences;15100
10044;2008-09-17 08:18:57.537;80923;0;Perhaps you should edit your question to include this information rather than have it as a comment?;3719
10047;2008-09-17 08:19:57.237;80867;0;Again, my question is, why the objects will be in memory after their finalization? you can't access them from Java code, so why wait until the PhantomReference itself is cleared?;15100
10049;2008-09-17 08:20:57.360;65657;4;"This won't quite work as expected in all situations.  As you put it 'variable' gets evaluated twice which is not what the user expect if the expression has side effects.
E.g. look how your macro expands this quite reasonable invocation:
(++ (aref some-vector (++ some-index)))";6525
10051;2008-09-17 08:22:08.557;80954;0;"I agree with jrudolph.
What you are coding is pure old ""C switch programming"".
While it is better than the byte array, this is not a good solution.";14089
10053;2008-09-17 08:23:58.880;80311;1;Jean, you still have a design and you still draw diagrams and scribble boxes and lines it's just that you let the tests act as the first user for the code that you're designing and, by having that first user very early on you get feedback about what's wrong and what's right VERY quickly.;7925
10055;2008-09-17 08:25:36.287;80904;0;I dunno...the REAL test for SO will be if and when they start dominating all Google results. I also am concerned about their database fragmentation, and I predict we'll see REAL problems with that and SQL Page size soon.;6380
10056;2008-09-17 08:25:55.007;81099;1;Why? Surely if you are checking by feature then it doesn't matter which browser it is, it matters which features it supports.;1666
10060;2008-09-17 08:27:38.543;71753;0;Any code working with Class objects will only have access to the types after erasure. So if you have a List<Integer> intList, you will be able to call instantiate(intList.getClass()) and the actual Class object will be List.class.;1605
10062;2008-09-17 08:28:15.300;80904;0;Agreed, only time will tell I guess. IMO there is still also tons of work to be done on fundamental parts of the site.. Especially with regards to moderation.. But, I am just a humble user :);832
10066;2008-09-17 08:32:44.507;80847;0;Ah, ok, I mistakenly took PhantomReferences as such as `this feature`.;7647
10067;2008-09-17 08:33:09.063;81134;0;Create an instance of this control and set its Mask property as documented here 'http://msdn.microsoft.com/en-us/library/system.windows.forms.maskedtextbox.mask.aspx';1695
10069;2008-09-17 08:35:45.123;81080;0;Just installed Unlocker, and it says it didn't find a locking handle. Process Explorer says devenv.exe has the dll open in Local Settings\Application Data\Microsoft\VisualStudio\8.0\ProjectAssemblies\jl-s2cov01\Some.Assembly.dll, so it could be that.;3181
10073;2008-09-17 08:38:34.947;41059;5;"I never said my solution addressed value semantics. I said it was ""a reasonable solution"". If you know of a way to have polymorphic value semantics then step right up and collect your nobel prize.";3146
10074;2008-09-17 08:38:51.497;81121;0;You are absolutely right! :) I guess what I SHOULD ask is: Are there any JS objects that are unique to Chrome... just asking out of curiosity really...;14981
10077;2008-09-17 08:41:10.133;81065;0;"You need [^"">]* rather than [^"">] in the grep.";3978
10078;2008-09-17 08:41:45.233;81060;0;AutoSuggest is definitely an interesting alternative! I'm pretty sure I considered it already and rejected the idea for a reason, but right now (at 4:40am) I can't seem to remember that reason :);14981
10081;2008-09-17 08:43:58.740;81099;0;I agree.. why do you need to do it this way? It seems like a bad idea to me unless there are compelling reasons, can you explain?;1
10082;2008-09-17 08:45:13.790;81080;0;Try deleting the dll, and let Unlocker figure it out (you don't have to physically delete it, unless it will be rebuilt anyway). It gives you the option to do nothing.;6528
10083;2008-09-17 08:45:31.857;81080;2;note that you can also kill individual locks from within Process Explorer -- have you tried that?;1
10085;2008-09-17 08:49:26.713;76408;2;Please fix you punctuation, there's a space after dots and colons, not before. Spellchecking is also an option.;4494
10093;2008-09-17 08:51:32.670;80904;0;"hehe... this is another way to use SO... Public IM! ;)";384
10095;2008-09-17 08:52:18.563;80904;0;"Yes! Although, this refresh this is troublesome. ;) Also, the font is VERY small on Google Crome.";6380
10096;2008-09-17 08:52:19.173;64442;0;yes, I think this is the most promising solution available at the moment. The same author has also done a C# port of the Windows Media Format SDK. My only concern is that it is very unclear whether the code can be used in a commercial project.;7532
10097;2008-09-17 08:52:24.227;74284;0;Thanks, but this answer relates to webapps/servlets and not a standalone app, which is what I am working with.;48310
10098;2008-09-17 08:52:57.890;81129;4;Threading can be done in much simpler way: http://otl.17slon.com;4997
10099;2008-09-17 08:53:29.840;80904;0;"Oh you need to change your default font, its under the spanner somewhere :D SO, you think with the chat we can make Mr Hanselman's first question on SO a ""Hot"" topic? :D Hell if we talk long enough you will get a nice badge :)";832
10100;2008-09-17 08:54:03.007;80904;0;http://stackoverflow.com/badges/28/famous-question - There it is people, thats what we want to win for Scott :D;832
10101;2008-09-17 08:54:39.010;75459;0;Thanks, but the problem is that I want to use the persisted objects outside the main, EM owning thread, to get at transient data about the current state of things. So I cannot use the main EM but also want the same objects :(;48310
10102;2008-09-17 08:55:02.940;74298;0;Yes, that would have been a solution, maybe, but in my case the columns were added programatically.;2130892
10103;2008-09-17 08:55:48.930;81205;0;I wasn't aware of Levenshtein distance (which is also available as a php function!) Thanks for that! :);14981
10104;2008-09-17 08:56:41.657;80904;4;Apparently I'd just got a COMMENTATOR badge for talking to myself.;6380
10107;2008-09-17 08:58:21.980;81272;2;What shell are you using? Bash?;10432
10108;2008-09-17 08:58:24.070;81191;0;@Gregory, this seems more like a bug report for PyWin than a SO question.;5113
10109;2008-09-17 08:59:04.413;81099;0;"Like I said, I asked mostly out of curiosity... I did put to much emphasis on the ""safe"" part I think :) , another way to ask would be: Any Javascript objects or features that are unique to Chrome?";14981
10110;2008-09-17 08:59:28.297;76987;0;I obviously meant all *modern* browsers, not all browsers per-se. IE4 et al probably won't pay any attention to your DOCTYPE. But then if you're targeting IE4, you probably want to get back to 1997 where you belong.;4309
10111;2008-09-17 08:59:53.273;81250;0;When I use that and try to visit the folder myself, I get a 500 Internal Server Error.;327
10112;2008-09-17 09:00:01.260;80904;0;"Oh crap yeah, I dont think you would get the famous question goldie (currently awarded to someone IMO should not have it) because you made the question ""community editable"".. Silly Scott! Still, talking to yourself has never been so rewarding right? :D";832
10113;2008-09-17 09:00:07.953;81201;0;"as a complement to this approach I recommand reading http://www.objectmentor.com/resources/articles/WorkingEffectivelyWithLegacyCode.pdf (warning PDF)

and this http://www-128.ibm.com/developerworks/java/library/j-legacytest.html

I don't think you really want to autogenerate the tests";7898
10116;2008-09-17 09:01:47.213;76497;0;works perfect thanks a lot;258
10119;2008-09-17 09:03:08.040;73385;0;"It is true that I can guarantee there are no commas in the data so the acceptable answer for my question is the one I accepted, string[] splitString = origString.Split(',');

I can see the value of the regex approach if there is no guarantee though...";12653
10120;2008-09-17 09:04:38.143;80652;1;"Here is a great reference for why suid is generally not advised.
http://www.samag.com/documents/s=1149/sam0106a/0106a.htm";5330
10121;2008-09-17 09:04:43.200;81080;0;Thanks, Jeff. Didn't know you could do that.;6528
10123;2008-09-17 09:05:03.290;81065;0;"This also doesn't track includes that are generated downstream.  Parsing the output of ""gcc -E -dI"" will be a lot better for a more complex project.";8388
10124;2008-09-17 09:05:53.197;73394;1;It may not be clear in the question, but splitting on a comma is good enough as I can guarantee no comma's in the data;12653
10125;2008-09-17 09:05:56.143;81290;0;I figure its worth a shot..will report back on whether it helps.;327
10126;2008-09-17 09:07:42.927;81207;0;Thanks! I'll look into all this;11477
10128;2008-09-17 09:09:32.983;81275;0;You're right - I want to call this as a pre-build step.  I'll look into JSFL - thanks!;15371
10129;2008-09-17 09:10:09.427;73486;0;@MB: no, that's not possible - before any TMyObject is created or even class methods used, the unit that defines TMyObject would have been included, and it is at that point that the initialization section runs. You can't use a class in any unit before that unit's initialization section has executed;11820
10131;2008-09-17 09:11:21.747;81223;0;"Though stackspace is far faster for hardcore manipulation. Just use sparingly. Also, check ""Getrlimit"" before doing any alloca. Make sure you have enough space left!";10432
10133;2008-09-17 09:13:39.980;80904;0;"Scott, this is a cheap shot to get rep ;-) As if you don't have enough rep as is? :P";1199387
10134;2008-09-17 09:14:49.180;69284;2;"Localization will mean that you have to create separate functions for each language. In german, you could just append ""ter"", but ""1ter"" ""2ter"" ""3ter"" looks really bad even though it's grammatically correct. In french, it's a bit better, but there is no universal way for every language.";91
10135;2008-09-17 09:15:04.280;79703;0;yeah I've had my figures burnt transferring database where role members were (invalid) unregistered logins or domain members from another domain.;12702
10137;2008-09-17 09:18:46.830;73394;0;Please edit the question to indicate that...;1837197
10139;2008-09-17 09:19:08.093;81346;0;I think it would be the same for java.util.Hashtable.;7647
10140;2008-09-17 09:19:35.567;80904;0;What are you talking about Jonas?! I never even knew who Scott was until I saw this question! :p :D;832
10141;2008-09-17 09:20:11.070;12367;0;I'm not using Cocoa and am using C++, not Objective-C. If you're right about giving an UTF-8 string to fopen(), I could convert my UTF-16 string to UTF-8 but how is this easily possible on Mac OS X (again using C/C++).;268
10147;2008-09-17 09:23:56.367;75524;0;this does not handle multipage tiffs yet, so unfortunately this is no go for me. Thanks for the suggestion though.;260
10149;2008-09-17 09:24:52.010;81437;0;No idea why the code formatting isn't working...;11820
10150;2008-09-17 09:25:18.780;81363;0;Not really the answer I hoped for (I would have liked to be able to do it dynamically). Giving a sample of how to change the encoding for major OSes would be great. Thanks;7198
10151;2008-09-17 09:25:53.180;29916;0;Only if the packet originated on the subnet of the adapter. Not if it was routed to get there...;7925
10153;2008-09-17 09:28:58.163;81250;0;What does your error-log tell you about the error?;2257
10155;2008-09-17 09:29:59.533;81392;1;IIRC the JVM stores bytes and shorts as ints so there usually very little benefit to using these two data types.  Of course, I realise you're doing something far more complex than your example and probably have a very good reason.;3171
10156;2008-09-17 09:30:18.223;76058;3;Template metaprogramming isn't hidden anymore because it was so useful. However, it's hidden in the way that the feature is not designed into C++ but rather turned up by coincidence.;1968
10157;2008-09-17 09:31:44.757;56458;3;"Actually it's impossible to search for D on this web site right now.  Searching for ""d"" or ""d programming"" says ""no hits"", and searching on the tags for ""d"" list a pageful of tags that contain ""d"" but no ""d"" by itself.  So that might have something to do with it too.";9631
10159;2008-09-17 09:32:32.960;50139;0;AspNetCompatibilityRequirements!!! Dont use that.;230
10160;2008-09-17 09:33:17.483;76801;28;Vincent, you're wrong. The type of `A` doesn't matter at all. For example, if `A` were a `char*`, the code would still be valid.;1968
10162;2008-09-17 09:34:15.047;72008;1;er.. the question is how to do it ten times, not once.;9631
10163;2008-09-17 09:34:24.920;81402;0;"You could just say ""Deciding which #includes are necessary is equivalent to solving the halting problem. Good luck :)""

Of course, you can use heuristics, but I don't know of any free software that does this.";10311
10167;2008-09-17 09:35:41.797;79051;0;refactored my example to read (CONST == variable). I find that often the constant, which is often a #define, is more significant than the variable name, so having it earlier in the line makes the code quicker to read. I usually know which variable it's comparing it to and don't get that part wrong.;2541
10168;2008-09-17 09:35:42.593;77662;0;Yes but then there's casting if you're using reference types which, I believe, incurs a performance penalty as well. Not to mention not being type safe + extending code bloat!;3394
10169;2008-09-17 09:36:21.657;81175;0;Like I said, this is at the user control level, and I only accepts EventTriggers (not Property- or DataTriggers). Also, the IsBusy is not a property on the UserControl, but on the object set as the DataContext (the ViewModel);1199387
10171;2008-09-17 09:37:39.843;72202;1;Heh heh, that's 8 keystrokes compared to 10 to just C-y the darn thing ten times.   I guarantee I can type C-y ten times faster than I can type all that.;9631
10172;2008-09-17 09:38:28.827;79051;0;"Also, I don't have any trouble reading ""if constant is the value of variable"", you get used to it after a while, and the other way round looks *wrong*, which is the point, I want to avoid writing it that way in case I make a mistake.";2541
10173;2008-09-17 09:39:20.993;75430;1;Nice guess, but did you actually try it out?  The C-u prefix command selects which element from the kill ring to yank when used in combo with C-y.  It does not repeat the command 10 times.;9631
10174;2008-09-17 09:39:40.337;81339;0;I disagree.  Since WCF is supposed to be language-agnostic (in some form, at least) you can't guarantee that passing an Exception object down the wire won't cause buig problems for e.g. Java clients.  The FaultContract object type can ensure interoperability since it is part of the OASIS specs.;377
10176;2008-09-17 09:41:09.117;70884;0;I don't think that this was what happened here. A quick test of, create file, cvs add, cvs ci, delete file, cvs delete, cvs ci, create file, cvs add, cvs ci and it worked fine. It just replaces the dead version with the new one.  Branching was involved in the original so that may be relevent. thanks;7873
10180;2008-09-17 09:44:19.390;81074;0;Yes its for a live preview for a comments area, server side its PHP, but  have the code for that bit.;2098
10181;2008-09-17 09:45:32.820;81513;0;"Hah! Beat you by a minute! But seriously; have you done this yourself, or like me, is it something you think *should* work?";10433
10182;2008-09-17 09:45:52.850;80154;1;"That doesn't solves the problem ""without having to go back to the database"", because that's exactly what the open session will do...";7647
10185;2008-09-17 09:47:54.997;80914;1;Less prone to error, but probably more prone to code duplication.;7647
10186;2008-09-17 09:48:32.890;81537;0;Thanks a lot for your response :);11897
10193;2008-09-17 09:54:15.997;81579;2;Thanks for the answer, but both dictionaries have items in them at the point I need to do the copy.;13028
10194;2008-09-17 09:54:35.387;81418;0;If you add [center][/center] to your test case, and nest one tag inside another, and take my regex from below, I'll vote your answer up.;8388
10196;2008-09-17 09:55:25.090;81418;0;"By ""nest one tag inside another"", I meant ""the same tag inside itself"", for example: [b] foo [b]bar[/b] baz[/b]";8388
10200;2008-09-17 09:56:46.833;81570;0;the issue is that when if foo is changed to foobar then all my queries will need updating;NULL
10201;2008-09-17 09:57:06.973;78953;0;Replacing rmagick isn't really an option for this project. Besides, I can't reproduce this unless its running in production, so the rmagick developers can't help (I tried asking). And there's no memory leak, but locking only (which may be due to something other);13709
10202;2008-09-17 09:57:19.110;78555;0;Thanks Min I'll give it a try.;4591
10203;2008-09-17 09:58:19.373;81563;0;git also has interface into svn, but i haven't had a chance to properly use it yet - http://utsl.gen.nz/talks/git-svn/intro.html;1612
10204;2008-09-17 09:59:11.710;81339;4;.NET translates exceptions to Fault contracts. See the link I added to my answer.;1837197
10205;2008-09-17 09:59:47.060;80148;4;Didn't you hear?  SOA is the past.  Today it's cloud computing that will be our saviour.;2131
10206;2008-09-17 09:59:48.027;80686;0;This fitted the best with my application, throwing the loop in a backgroundworker doesn't quite fit the way I want to handle this.;9077
10207;2008-09-17 09:59:58.293;81437;0;"threadvar - cool, I didn't know you could do that in Delphi.

I was going on the assumption that a class variable would only make more sense than an instance variable *if* the object (e.g. TLogLogger) was thread safe.  But it looks like threadvar offers an in-between option.";11961
10210;2008-09-17 10:05:13.210;77898;0;This is quite new in Django (since 1.0).;12138
10211;2008-09-17 10:05:15.423;81624;0;Shallow copy is fine. I have two dictionaries that I'm populating in a method and I want to copy the second smaller dictionary into the first one at the end of the method. I need to keep them separate during the life of the method because they mean different things.;13028
10212;2008-09-17 10:05:30.463;81648;0;I want add slash only: http://server/path/file -> http://server/path/file/;13427
10214;2008-09-17 10:07:51.220;81639;0;That's the same way we do it here up to now. If you lost all the information about dependencies and compilation, it is a huge mess for new developers to participate on the project.;5751
10215;2008-09-17 10:08:09.847;81615;0;I couldn't find an Add method for Dictionary that would take an Array?;13028
10216;2008-09-17 10:08:59.190;81307;19;To get the \033b, you actually need to press Esc, then b.;188
10217;2008-09-17 10:10:17.720;81558;0;Sounds good, I'll try that out. Cheers.;10433
10218;2008-09-17 10:11:37.313;81623;0;This is the thought behind the improved design. If get all my leads from 'Joel' who changes his name to 'Jeff' then I would want all leads that were from Joel to be updated to 'Jeff';NULL
10219;2008-09-17 10:12:07.937;81395;0;Ok, that makes sense. I'm not sure that it's the best way, but it is a way.;5599
10220;2008-09-17 10:13:15.560;71395;0;"I beg to differ, and still find your statement ""VB doesn't have any facilities that C# lacks"" a bit too general. Checked exceptions, for example, are not possible to implement in C# AFAIK, hence calling them sugar is unfair.";7724
10222;2008-09-17 10:14:00.910;81705;0;OOOH! Awesome...;231
10224;2008-09-17 10:15:03.153;80756;0;I agree ila. The scope of Stackoverflow will probably expand over time.;4964
10225;2008-09-17 10:15:39.987;79423;1;The problem with that approach is that these cheats brag to each other on message boards etc, so it wouldn't really deter them.;11911
10228;2008-09-17 10:16:47.520;77172;1;"Make more than one ""Accepted Answer"" a feature request ;)";6563
10231;2008-09-17 10:18:51.977;47903;1;"This question could do with some cleanup. The questioner obviously wants to say something by ""with loss tolerant"" but what exactly?";9654
10232;2008-09-17 10:19:13.300;81550;5;You don't want to start the MutableInt off at 1 the first time you put it in the map?;4725
10234;2008-09-17 10:21:31.657;26155;1;Yep, that's in Joel's essay.;2541
10237;2008-09-17 10:23:20.093;80804;0;Actually you can't forward declare enums. Forward declaring of enums is a Microsoft extension and therefore not guaranteed to be portable.;342
10238;2008-09-17 10:23:34.880;81742;0;Holy crap that's cool. You're right, it really doesn't receive the pub it derserves!;1666
10239;2008-09-17 10:23:41.090;79051;0;Could you give an example of using MyClass::DoNothing please;2541
10240;2008-09-17 10:24:26.843;81326;0;good answer, but if I used NUnit and RowTest, I would use an enum in the rowtest, like in Rick's answer. Essentially, he's doing a RowTest the hard way.;5599
10241;2008-09-17 10:24:41.337;81526;0;That's a good idea, I can already think of a few instances where I could use that pattern.;2541
10242;2008-09-17 10:24:56.920;72802;0;Mmm... wrap region's nice. Now, if I can just get it to work out how to restore the selection after doing the wrap.;423836
10246;2008-09-17 10:26:42.173;81674;1;Sorry that fails when a field in obj is not serializable, see my sample.;1837197
10249;2008-09-17 10:28:27.320;26174;0;Interesting idea of using distinct types, but having read Bruce Eckel's essay I couldn't help wondering if I'd feel differently if I had experience of unit testing. (I've never used unit testing in any of my projects, although I'm familiar with the concept.);2541
10250;2008-09-17 10:28:46.617;59086;3;"This is wrong. The ""Flash Player"" is the runtime you target. The Flash IDE and Flex Builder are 2 alternative methods for creating your content.";11911
10251;2008-09-17 10:29:01.873;81758;0;Looks interesting, thanks!;1196
10253;2008-09-17 10:30:12.167;75235;0;I do not think this is an answer for the question since the question specifically asks for the value of a property to be displayed in a label. I do not see how this method provides a way to achieve that.;31505
10254;2008-09-17 10:30:24.350;77610;0;"Thanks.
If you go back and edit your post then select the code bits and click on the code button (zeros and ones!) it will indent your code with four spaces, which gives you the groovy code colouring etc.";5552
10255;2008-09-17 10:31:05.317;81799;0;Nope, fogbugz is to heavy, I'm looking for something like svn;1196
10257;2008-09-17 10:31:54.317;59093;0;Up vote, because you are technically correct, but I'd say using FlashDevelop and the Flash IDE together is also a good way for programmers to work, and is like using Visual Studio and Blend together. It comes down to whether you want to use the Flex framework or roll your own ui components.;11911
10259;2008-09-17 10:32:42.830;79393;0;@Matt like '%foo%' does match 'foo', and the case does do something useful, which is to return the desired ordering;5190
10260;2008-09-17 10:32:54.563;81782;0;Thanks, I'll take a look at it;1196
10261;2008-09-17 10:33:43.873;79393;0;@Mark true, will edit;5190
10263;2008-09-17 10:34:09.303;81672;0;"I launched a background process in a shell script. When kill it, I get the 'Terminated' message.

I don't quiete understand what you mean by redirecting stderr temporary in a subshell. Doesn't this mean that it will not affect the script as it's being done in a subshell? Thus not work in my script?";14437
10266;2008-09-17 10:36:20.763;81509;0;Thanks! i downloaded it and tried, but in this particluar field it bombed with unknown constant field on icu4j-2.6.1.jar,;12677
10268;2008-09-17 10:36:52.680;81507;1;Good suggestion, and one that I think is in keeping with the spirit of suggestions in Mythical Man Month.  ++;4200
10271;2008-09-17 10:38:25.250;81874;0;Are you trying to write a application for facebook, or another version of facebook?;1078
10273;2008-09-17 10:39:27.137;31575;0;There is no TCP multicast, I'd vote this down, but I don't have enough reputation.;9654
10276;2008-09-17 10:39:50.473;81394;0;I guess is due to performance. In some CPUs, it might be more expensive to use operands smaller than the cpu registers. Probably its even used a 32bit int to store byte and short, to keep them aligned in memory.;1009
10277;2008-09-17 10:40:40.690;81881;0;Thanks, this is a neat thing I was not aware of.;15497
10278;2008-09-17 10:41:07.040;73049;0;"""Requires the === operator, which is very dangerous. If the user used ==, it leads to a very hard to find bug.""

Actually, on the contrary it fails gracefully with '=='. The advantage of this method is that you can just do !makeClient() to see if it was successful or not.";6662
10279;2008-09-17 10:41:26.023;81874;0;just an app on facebook development plateform.;15476
10280;2008-09-17 10:44:56.657;18924;2;Not sure this answers the question accurately, what does everyone else think?;2977
10281;2008-09-17 10:45:02.037;59765;0;I didn't realize that. Is there a free reference for the latest standards, since ISO apparently thinks developers should pay for the standard itself?;4203
10282;2008-09-17 10:45:09.527;78348;0;I wept real tears when I saw it! What further glories have I to discover that is the real question :);5552
10283;2008-09-17 10:45:52.113;75065;0;"Excellent points, David.

I think in Corey's case, he doesn't have an Access front end so our posts are for general knowledge that applies to most Access developers.";11041
10284;2008-09-17 10:46:27.790;81742;0;Yeah, it's the only worthwhile thing I got out of that stupid SCJP book.;4203
10285;2008-09-17 10:46:49.613;81790;3;It also forces you to test behaviour through public methods rather than playing about with the innards of your classes. Double bonus imo.;6369
10286;2008-09-17 10:47:03.890;81923;0;Eh? What's with the -1? Please leave a comment if you think I'm wrong.;12870
10287;2008-09-17 10:47:30.767;81803;0;Simple and clear. Thanks GustlyWind and the rest of you.;15546
10293;2008-09-17 10:53:01.427;81339;0;I was always under the impression that throwing an exception carried unnecesary overhead. From your post I seem to have been sadly misguided. Before i mark this post as the asnwer, I want to get some more opinions. But considering your input, seems fault contract is the better option;15360
10295;2008-09-17 10:54:27.023;81838;0;Yep dotnetbar is really cool.;2936
10296;2008-09-17 10:54:33.387;81403;0;"Ps you can enable it and disable it to see the differences...

http://www.getrpo.com/?rpo=on
vs
http://www.getrpo.com/?rpo=off

Use firebug to montior the differences.";5055
10297;2008-09-17 10:55:53.260;81969;0;I tried this, clean succeeded but I still keep getting the error...;6264
10299;2008-09-17 10:56:26.347;81926;0;I checked my web.config, but I don't see any strange missing references...;6264
10300;2008-09-17 10:58:30.833;81972;0;I'm shocked! :);2684
10301;2008-09-17 11:00:39.987;81993;1;There won't bee any ill effects. VMWare handles processes separately for each VM. In fact it handles the VM Engine and the VM Graphics separately too. So your graphic could crash but your VM will keep working.;2684
10305;2008-09-17 11:03:20.167;79258;0;They're both valid questions, but they could possibly be merged if they were worded a bit differently, since they are both aspects of the same issue. Just a thought :);2977
10306;2008-09-17 11:03:37.610;81993;0;Good to see that it helped. If you had used Process Explorer you could have seen the window title and the name of the disk-file which would have saved you the typing. (Who is using Pen&Paper these days? :) );2257
10307;2008-09-17 11:04:21.383;82014;0;When I uncheck Suggestions (the website) in the configuration manager, the solution builds fine. When I turn it back on, I keep getting: could not load type Suggestions.global.;6264
10308;2008-09-17 11:04:34.487;81678;0;Remember to Include System.Text if you want to use StringBuilder.;2684
10309;2008-09-17 11:04:52.537;79702;0;so how would you access one in a workflow lookup then?;1533
10315;2008-09-17 11:09:04.787;81845;1;"Grails has good documentation, for me the reference guide is excelent
http://grails.org/doc/1.0.x/";6435
10316;2008-09-17 11:09:15.787;82034;0;The code in question failed only processing 1300 tasks out of 180000, couldn't reproduce it with a smaller set, unfortunately...;12695
